,Categoria,Year,Month,AvgViewers,ViewersGain,PercentageGainViewers,PeakViewers,HoursStreamed,HoursGain,% Gain,Followers,PercentageGainFollowers,FollowesGain,Perhour
66,Rubius,2019,Jul,15188,4659,44.2,31490.0,53.6,+1.7,+3.3%,"1,779,057","+147,843",+9.1%,"+2,761"
67,Rubius,2019,Jun,10529,-103,-1.0,34008.0,51.9,-10.3,-16.6%,"1,631,214","+70,453",+4.5%,"+1,359"
68,Rubius,2019,May,10632,-1797,-14.5,24304.0,62.2,-8.9,-12.5%,"1,560,761","+93,597",+6.4%,"+1,506"
69,Rubius,2019,Apr,12429,-1966,-13.7,20165.0,71.1,+23,+47.9%,"1,467,164","+100,012",+7.3%,"+1,407"
70,Rubius,2019,Mar,14395,-4105,-22.2,30135.0,48.1,-27.7,-36.6%,"1,367,152","+95,548",+7.5%,"+1,989"
71,Rubius,2019,Feb,18500,354,2.0,153331.0,75.8,+5.4,+7.6%,"1,271,604","+223,939",+21.4%,"+2,956"
72,Rubius,2019,Jan,18146,6422,54.8,52491.0,70.4,+22.3,+46.3%,"1,047,665","+370,694",+54.8%,"+5,266"
73,Rubius,2018,Dec,11724,-1214,-9.4,20370.0,48.1,+4,+9.1%,"676,971","+128,192",+23.4%,"+2,664"
74,Rubius,2018,Nov,12938,0,0.0,28989.0,44.1,-,-,"548,779","+304,281",-,"+6,902"
0,Ibai,2025,Jan,38599,-21079,-35.3,89732.0,32.7,+16.2,+98.2%,"17,206,688","+9,840",+0.1%,+301
1,Ibai,2024,Dec,59678,-9522,-13.8,169928.0,16.5,-25.5,-60.8%,"17,196,848","+15,742",+0.1%,+955
2,Ibai,2024,Nov,69200,-19186,-21.7,406970.0,42.0,-59.7,-58.7%,"17,181,106","+33,424",+0.2%,+796
3,Ibai,2024,Oct,88386,41147,87.1,234212.0,102.0,+17.9,+21.4%,"17,147,682","+19,780",+0.1%,+195
4,Ibai,2024,Sep,47239,18210,62.7,166028.0,83.8,-96.1,-53.4%,"17,127,902","+8,067",-,+96.3
5,Ibai,2024,Aug,29029,-332952,-92.0,143857.0,180.0,+97.1,+117.2%,"17,119,835","+4,268",-,+23.7
6,Ibai,2024,Jul,361981,308444,576.1,3846256.0,82.9,-19.5,-19%,"17,115,567","+1,426,484",+9.1%,"+17,218"
7,Ibai,2024,Jun,53537,-521,-1.0,178657.0,102.0,-62.1,-37.8%,"15,689,083","+51,447",+0.3%,+503
8,Ibai,2024,May,54058,9019,20.0,182860.0,164.0,+13.2,+8.7%,"15,637,636","+44,273",+0.3%,+269
9,Ibai,2024,Apr,45039,-18205,-28.8,161426.0,151.0,+27,+21.7%,"15,593,363","+53,424",+0.3%,+353
10,Ibai,2024,Mar,63244,1941,3.2,798288.0,124.0,+6.6,+5.6%,"15,539,939","+103,251",+0.7%,+831
11,Ibai,2024,Feb,61303,8855,16.9,321938.0,118.0,-12.4,-9.5%,"15,436,688","+21,640",+0.1%,+184
12,Ibai,2024,Jan,52448,-2576,-4.7,225817.0,130.0,+28.9,+28.5%,"15,415,048","+43,025",+0.3%,+331
13,Ibai,2023,Dec,55024,335,0.6,279806.0,101.0,-20.8,-17%,"15,372,023","+53,001",+0.3%,+524
14,Ibai,2023,Nov,54689,-4814,-8.1,375729.0,122.0,-45.4,-27.1%,"15,319,022","+58,635",+0.4%,+481
15,Ibai,2023,Oct,59503,19748,49.7,671279.0,167.0,+38.9,+30.3%,"15,260,387","+134,811",+0.9%,+805
16,Ibai,2023,Sep,39755,-3927,-9.0,90004.0,129.0,+35.6,+38.3%,"15,125,576","+43,162",+0.3%,+336
17,Ibai,2023,Aug,43682,-256626,-85.5,107504.0,92.9,-9.5,-9.3%,"15,082,414","+40,869",+0.3%,+440
18,Ibai,2023,Jul,300308,228307,317.1,3442745.0,102.0,-8,-7.2%,"15,041,545","+1,665,337",+12.4%,"+16,258"
19,Ibai,2023,Jun,72001,5913,8.9,595064.0,110.0,-5.3,-4.6%,"13,376,208","+262,096",+2%,"+2,374"
20,Ibai,2023,May,66088,-6638,-9.1,301819.0,116.0,+9.7,+9.1%,"13,114,112","+80,286",+0.6%,+694
21,Ibai,2023,Apr,72726,4021,5.9,176414.0,106.0,-1.4,-1.3%,"13,033,826","+96,898",+0.7%,+914
22,Ibai,2023,Mar,68705,-38571,-36.0,306606.0,107.0,+27.7,+34.7%,"12,936,928","+226,509",+1.8%,"+2,110"
23,Ibai,2023,Feb,107276,29056,37.1,762430.0,79.7,-19.9,-20%,"12,710,419","+244,587",+2%,"+3,069"
24,Ibai,2023,Jan,78220,-11940,-13.2,322938.0,99.6,+17.6,+21.5%,"12,465,832","+290,051",+2.4%,"+2,911"
25,Ibai,2022,Dec,90160,544,0.6,446413.0,82.0,+8.2,+11.1%,"12,175,781","+167,648",+1.4%,"+2,045"
26,Ibai,2022,Nov,89616,30357,51.2,481701.0,73.8,-68.3,-48.1%,"12,008,133","+186,567",+1.6%,"+2,528"
27,Ibai,2022,Oct,59259,3947,7.1,598114.0,142.0,+33.5,+30.9%,"11,821,566","+153,561",+1.3%,"+1,080"
28,Ibai,2022,Sep,55312,-10012,-15.3,239532.0,109.0,+5.6,+5.4%,"11,668,005","+125,867",+1.1%,"+1,159"
29,Ibai,2022,Aug,65324,1197,1.9,180314.0,103.0,-6.6,-6%,"11,542,138","+204,525",+1.8%,"+1,986"
30,Ibai,2022,Jul,64127,-166122,-72.1,164030.0,110.0,+11.6,+11.8%,"11,337,613","+202,160",+1.8%,"+1,845"
31,Ibai,2022,Jun,230249,155055,206.2,3356074.0,98.0,-9.3,-8.7%,"11,135,453","+867,812",+8.5%,"+8,855"
32,Ibai,2022,May,75194,-5310,-6.6,349956.0,107.0,-26.2,-19.6%,"10,267,641","+226,222",+2.3%,"+2,108"
33,Ibai,2022,Apr,80504,-10135,-11.2,343287.0,134.0,+22.4,+20.1%,"10,041,419","+325,637",+3.4%,"+2,440"
34,Ibai,2022,Mar,90639,-14877,-14.1,280425.0,111.0,+15.5,+16.2%,"9,715,782","+214,290",+2.3%,"+1,929"
35,Ibai,2022,Feb,105516,23195,28.2,539286.0,95.6,-36.4,-27.6%,"9,501,492","+239,872",+2.6%,"+2,510"
36,Ibai,2022,Jan,82321,-5925,-6.7,218461.0,132.0,+12.9,+10.9%,"9,261,620","+441,045",+5%,"+3,341"
37,Ibai,2021,Dec,88246,22383,34.0,801079.0,119.0,+7.3,+6.5%,"8,820,575","+326,486",+3.8%,"+2,742"
38,Ibai,2021,Nov,65863,-15742,-19.3,639962.0,112.0,-27.4,-19.7%,"8,494,089","+238,181",+2.9%,"+2,130"
39,Ibai,2021,Oct,81605,13395,19.6,622367.0,139.0,+15.1,+12.2%,"8,255,908","+280,653",+3.5%,"+2,016"
40,Ibai,2021,Sep,68210,-22591,-24.9,209612.0,124.0,+2.3,+1.9%,"7,975,255","+354,818",+4.7%,"+2,859"
41,Ibai,2021,Aug,90801,-5641,-5.8,474967.0,122.0,+57.8,+90.3%,"7,620,437","+744,998",+10.8%,"+6,115"
42,Ibai,2021,Jul,96442,51908,116.6,641403.0,64.0,-105,-62.1%,"6,875,439","+338,638",+5.2%,"+5,289"
43,Ibai,2021,Jun,44534,-50621,-53.2,101616.0,169.0,+50.5,+42.6%,"6,536,801","+336,632",+5.4%,"+1,994"
44,Ibai,2021,May,95155,30953,48.2,1538645.0,118.0,-11.2,-8.7%,"6,200,169","+334,247",+5.7%,"+2,824"
45,Ibai,2021,Apr,64202,6107,10.5,195809.0,130.0,+34.6,+36.4%,"5,865,922","+332,515",+6%,"+2,566"
46,Ibai,2021,Mar,58095,-9855,-14.5,196700.0,95.0,-9.1,-8.7%,"5,533,407","+252,019",+4.8%,"+2,653"
47,Ibai,2021,Feb,67950,-9708,-12.5,268260.0,104.0,-12.6,-10.8%,"5,281,388","+299,704",+6%,"+2,880"
48,Ibai,2021,Jan,77658,-3111,-3.9,405538.0,117.0,-17.2,-12.8%,"4,981,684","+566,182",+12.8%,"+4,851"
49,Ibai,2020,Dec,80769,2800,3.6,533239.0,134.0,+7,+5.5%,"4,415,502","+573,862",+14.9%,"+4,286"
50,Ibai,2020,Nov,77969,11409,17.1,244005.0,127.0,-68.3,-35%,"3,841,640","+561,541",+17.1%,"+4,426"
51,Ibai,2020,Oct,66560,6447,10.7,174525.0,195.0,+41.2,+26.7%,"3,280,099","+587,052",+21.8%,"+3,008"
52,Ibai,2020,Sep,60113,27162,82.4,134072.0,154.0,+19.4,+14.4%,"2,693,047","+609,311",+29.2%,"+3,956"
53,Ibai,2020,Aug,32951,10567,47.2,88044.0,135.0,+25.3,+23.2%,"2,083,736","+368,972",+21.5%,"+2,741"
54,Ibai,2020,Jul,22384,-4671,-17.3,42506.0,109.0,-52,-32.2%,"1,714,764","+209,819",+13.9%,"+1,919"
55,Ibai,2020,Jun,27055,-2456,-8.3,79010.0,161.0,-30.9,-16.1%,"1,504,945","+294,094",+24.3%,"+1,823"
56,Ibai,2020,May,29511,4215,16.7,89754.0,192.0,-1.2,-0.6%,"1,210,851","+319,938",+35.9%,"+1,664"
57,Ibai,2020,Apr,25296,1784,7.6,63981.0,193.0,+43.2,+28.8%,"890,913","+254,449",+40%,"+1,315"
58,Ibai,2020,Mar,23512,13835,143.0,169505.0,150.0,+91,+153.7%,"636,464","+244,936",+62.6%,"+1,631"
59,Ibai,2020,Feb,9677,-1320,-12.0,32561.0,59.2,+55.4,+1451.1%,"391,528","+76,102",+24.1%,"+1,286"
60,Ibai,2020,Jan,10997,-12286,-52.8,21173.0,3.8,-19.1,-83.4%,"315,426","+13,357",+4.4%,"+3,500"
61,Ibai,2019,Dec,23283,17206,283.1,101373.0,22.9,+14.5,+172.5%,"302,069","+32,388",+12%,"+1,412"
62,Ibai,2019,Oct,6077,-123,-2.0,8681.0,8.4,-8.7,-50.9%,"269,681","+7,391",+2.8%,+878
63,Ibai,2019,Sep,6200,-8014,-56.4,13120.0,17.2,+7.2,+72.1%,"262,290","+11,557",+4.6%,+674
64,Ibai,2019,Jul,14214,6038,73.9,25503.0,10.0,-2.6,-20.6%,"250,733","+11,786",+4.9%,"+1,183"
65,Ibai,2019,Jun,8176,2863,53.9,17331.0,12.6,-8.4,-40.2%,"238,947","+12,714",+5.6%,"+1,013"
66,Ibai,2019,May,5313,366,7.4,12394.0,21.0,-25.5,-54.8%,"226,233","+11,929",+5.6%,+569
67,Ibai,2019,Apr,4947,49,1.0,11864.0,46.5,+6.5,+16.3%,"214,304","+26,052",+13.8%,+561
68,Ibai,2019,Mar,4898,317,6.9,11213.0,40.0,+9.3,+30.5%,"188,252","+18,039",+10.6%,+452
69,Ibai,2019,Feb,4581,26,0.6,10726.0,30.6,+4.9,+18.9%,"170,213","+10,063",+6.3%,+329
70,Ibai,2019,Jan,4555,-16918,-78.8,7402.0,25.8,-2.4,-8.6%,"160,150","+9,979",+6.6%,+388
71,Ibai,2018,Dec,21473,17229,406.0,51784.0,28.2,+2,+7.6%,"150,171","+20,535",+15.8%,+729
72,Ibai,2018,Nov,4244,-305,-6.7,8449.0,26.2,+14.1,+116.7%,"129,636","+7,660",+6.3%,+293
73,Ibai,2018,Oct,4549,1527,50.5,8550.0,12.1,+10.9,+921.1%,"121,976","+7,599",+6.6%,+629
74,Ibai,2018,Sep,3022,-1036,-25.5,4938.0,1.2,-9,-88.3%,"114,377","+1,674",+1.5%,"+1,415"
75,Ibai,2018,Aug,4058,644,18.9,9076.0,10.2,-2.8,-21.4%,"112,703","+4,428",+4.1%,+436
76,Ibai,2018,Jul,3414,232,7.3,6775.0,12.9,-9.1,-41.2%,"108,275","+7,301",+7.2%,+565
77,Ibai,2018,Jun,3182,-882,-21.7,6788.0,22.0,+0.4,+1.6%,"100,974","+6,636",+7%,+302
78,Ibai,2018,May,4064,742,22.3,7770.0,21.6,+15.1,+228.6%,"94,338","+6,567",+7.5%,+304
79,Ibai,2018,Apr,3322,-659,-16.6,5314.0,6.6,-12,-64.6%,"87,771","+3,477",+4.1%,+528
80,Ibai,2018,Mar,3981,-18362,-82.2,17013.0,18.6,-0.3,-1.4%,"84,294","+9,115",+12.1%,+490
81,Ibai,2018,Jan,22343,19887,809.7,45564.0,18.9,+7.7,+69.4%,"75,179","+23,882",+46.6%,"+1,265"
82,Ibai,2017,Dec,2456,-1884,-43.4,5053.0,11.2,+2.7,+31.2%,"51,297","+3,235",+6.7%,+290
83,Ibai,2017,Nov,4340,938,27.6,7395.0,8.5,+3.5,+69.4%,"48,062","+4,303",+9.8%,+506
84,Ibai,2017,Oct,3402,395,13.1,5424.0,5.0,+0.2,+3.4%,"43,759","+2,660",+6.5%,+530
85,Ibai,2017,Sep,3007,333,12.5,3661.0,4.9,-15.2,-75.8%,"41,099","+2,209",+5.7%,+456
86,Ibai,2017,Aug,2674,-225,-7.8,6140.0,20.0,+10.1,+102.5%,"38,890","+4,592",+13.4%,+229
87,Ibai,2017,Jul,2899,80,2.8,4867.0,9.9,+6.4,+185.1%,"34,298","+2,665",+8.4%,+270
88,Ibai,2017,Jun,2819,-252,-8.2,4149.0,3.5,-8.7,-71.4%,"31,633","+1,172",+3.8%,+338
89,Ibai,2017,May,3071,173,6.0,5534.0,12.1,-4.7,-28%,"30,461","+3,567",+13.3%,+294
90,Ibai,2017,Apr,2898,44,1.5,5494.0,16.9,+0.5,+3%,"26,894","+3,634",+15.6%,+216
91,Ibai,2017,Mar,2854,5,0.2,6083.0,16.4,+3.1,+22.9%,"23,260","+4,013",+20.9%,+245
92,Ibai,2017,Feb,2849,-54,-1.9,4664.0,13.3,-2.9,-17.7%,"19,247","+3,268",+20.5%,+245
93,Ibai,2017,Jan,2903,-955,-24.8,4725.0,16.2,+7.4,+83.6%,"15,979","+5,589",+53.8%,+345
94,Ibai,2016,Dec,3858,0,0.0,6886.0,8.8,-,-,"10,390","+5,117",-,+580
0,Knekro,2025,Jan,16399,8747,114.3,110045.0,144.0,-61.4,-29.9%,"1,200,370","+20,760",+1.8%,+144
1,Knekro,2024,Dec,7652,-273,-3.4,15432.0,205.0,+27.4,+15.4%,"1,179,610","+6,096",+0.5%,+29.7
2,Knekro,2024,Nov,7925,598,8.2,19730.0,178.0,-56.5,-24.1%,"1,173,514","+5,729",+0.5%,+32.2
3,Knekro,2024,Oct,7327,-420,-5.4,16289.0,234.0,+69.5,+42.1%,"1,167,785","+4,729",+0.4%,+20.2
4,Knekro,2024,Sep,7747,184,2.4,14271.0,165.0,-61.4,-27.1%,"1,163,056","+4,217",+0.4%,+25.6
5,Knekro,2024,Aug,7563,1058,16.3,15606.0,226.0,+51.1,+29.1%,"1,158,839","+7,241",+0.6%,+32
6,Knekro,2024,Jul,6505,-52,-0.8,12491.0,175.0,-19.2,-9.8%,"1,151,598","+4,069",+0.4%,+23.2
7,Knekro,2024,Jun,6557,-1043,-13.7,22872.0,194.0,-51.8,-21%,"1,147,529","+5,635",+0.5%,+29
8,Knekro,2024,May,7600,-390,-4.9,33773.0,246.0,+46.2,+23.1%,"1,141,894","+7,687",+0.7%,+31.2
9,Knekro,2024,Apr,7990,234,3.0,30135.0,200.0,-13.2,-6.2%,"1,134,207","+5,994",+0.5%,+30
10,Knekro,2024,Mar,7756,-964,-11.1,24112.0,213.0,+37.2,+21.1%,"1,128,213","+6,788",+0.6%,+31.8
11,Knekro,2024,Feb,8720,-148,-1.7,33215.0,176.0,-35.1,-16.6%,"1,121,425","+6,719",+0.6%,+38.2
12,Knekro,2024,Jan,8868,-1584,-15.2,32409.0,211.0,+6.9,+3.4%,"1,114,706","+18,827",+1.7%,+89.2
13,Knekro,2023,Dec,10452,-274,-2.6,40245.0,204.0,+56.4,+38.2%,"1,095,879","+22,034",+2.1%,+108
14,Knekro,2023,Nov,10726,4517,72.7,43676.0,148.0,-58,-28.2%,"1,073,845","+17,954",+1.7%,+122
15,Knekro,2023,Oct,6209,153,2.5,12853.0,206.0,+6.1,+3.1%,"1,055,891","+8,456",+0.8%,+41.1
16,Knekro,2023,Sep,6056,-259,-4.1,11726.0,200.0,+3.9,+2%,"1,047,435","+9,673",+0.9%,+48.4
17,Knekro,2023,Aug,6315,-124,-1.9,13096.0,196.0,+8.2,+4.4%,"1,037,762","+10,368",+1%,+52.9
18,Knekro,2023,Jul,6439,-2286,-26.2,13690.0,188.0,-36.3,-16.2%,"1,027,394","+6,971",+0.7%,+37.2
19,Knekro,2023,Jun,8725,2341,36.7,26312.0,224.0,+12.1,+5.7%,"1,020,423","+31,940",+3.2%,+143
20,Knekro,2023,May,6384,7,0.1,20494.0,212.0,+20.2,+10.5%,"988,483","+10,802",+1.1%,+51
21,Knekro,2023,Apr,6377,-178,-2.7,15958.0,192.0,+0.8,+0.4%,"977,681","+8,154",+0.8%,+42.6
22,Knekro,2023,Mar,6555,-117,-1.8,27453.0,191.0,+9.7,+5.4%,"969,527","+11,500",+1.2%,+60.3
23,Knekro,2023,Feb,6672,164,2.5,14254.0,181.0,-42.3,-18.9%,"958,027","+9,806",+1%,+54.2
24,Knekro,2023,Jan,6508,-403,-5.8,16652.0,223.0,+29.1,+15%,"948,221","+9,256",+1%,+41.5
25,Knekro,2022,Dec,6911,-2050,-22.9,12522.0,194.0,-10.6,-5.2%,"938,965","+8,363",+0.9%,+43.1
26,Knekro,2022,Nov,8961,-6302,-41.3,26428.0,205.0,+53.6,+35.4%,"930,602","+21,405",+2.4%,+105
27,Knekro,2022,Oct,15263,9120,148.5,60150.0,151.0,-21.4,-12.4%,"909,197","+44,539",+5.2%,+294
28,Knekro,2022,Sep,6143,-837,-12.0,13759.0,173.0,-17.2,-9.1%,"864,658","+4,366",+0.5%,+25.3
29,Knekro,2022,Aug,6980,1348,23.9,17428.0,190.0,+12,+6.8%,"860,292","+12,884",+1.5%,+67.8
30,Knekro,2022,Jul,5632,-1351,-19.3,11358.0,178.0,-2.5,-1.4%,"847,408","+12,356",+1.5%,+69.5
31,Knekro,2022,Jun,6983,1420,25.5,21109.0,180.0,-48,-21%,"835,052","+12,131",+1.5%,+67.3
32,Knekro,2022,May,5563,-1019,-15.5,47951.0,228.0,+37.2,+19.4%,"822,921","+5,015",+0.6%,+22
33,Knekro,2022,Apr,6582,-639,-8.8,19610.0,191.0,-5.6,-2.8%,"817,906","+21,724",+2.7%,+114
34,Knekro,2022,Mar,7221,-9382,-56.5,36458.0,197.0,-51.2,-20.6%,"796,182","+15,094",+1.9%,+76.7
35,Knekro,2022,Feb,16603,9221,124.9,66558.0,248.0,+18.5,+8.1%,"781,088","+84,237",+12.1%,+340
36,Knekro,2022,Jan,7382,1624,28.2,33926.0,229.0,+8.8,+4%,"696,851","+48,515",+7.5%,+212
37,Knekro,2021,Dec,5758,-1047,-15.4,11538.0,221.0,+2.4,+1.1%,"648,336","+15,678",+2.5%,+71.1
38,Knekro,2021,Nov,6805,1020,17.6,27727.0,218.0,+21.3,+10.8%,"632,658","+22,412",+3.7%,+103
39,Knekro,2021,Oct,5785,-405,-6.5,14829.0,197.0,+1.4,+0.7%,"610,246","+9,326",+1.6%,+47.3
40,Knekro,2021,Sep,6190,-1058,-14.6,18762.0,196.0,+28.3,+16.9%,"600,920","+13,206",+2.2%,+67.5
41,Knekro,2021,Aug,7248,-642,-8.1,19186.0,167.0,-22.5,-11.8%,"587,714","+16,851",+3%,+101
42,Knekro,2021,Jul,7890,-1826,-18.8,15025.0,190.0,+10.5,+5.8%,"570,863","+22,530",+4.1%,+119
43,Knekro,2021,Jun,9716,2442,33.6,28959.0,179.0,-9.4,-5%,"548,333","+26,447",+5.1%,+148
44,Knekro,2021,May,7274,-159,-2.1,18906.0,189.0,-6,-3.1%,"521,886","+16,734",+3.3%,+88.7
45,Knekro,2021,Apr,7433,-159,-2.1,15299.0,195.0,-10.2,-5%,"505,152","+17,568",+3.6%,+90.2
46,Knekro,2021,Mar,7592,-153,-2.0,14257.0,205.0,+5.7,+2.9%,"487,584","+20,140",+4.3%,+98.3
47,Knekro,2021,Feb,7745,-1488,-16.1,22051.0,199.0,+6.5,+3.3%,"467,444","+32,136",+7.4%,+161
48,Knekro,2021,Jan,9233,3345,56.8,52659.0,193.0,+8.9,+4.9%,"435,308","+76,602",+21.4%,+398
49,Knekro,2020,Dec,5888,99,1.7,13602.0,184.0,+19.8,+12.1%,"358,706","+16,345",+4.8%,+88.9
50,Knekro,2020,Nov,5789,-314,-5.1,20078.0,164.0,-14.1,-7.9%,"342,361","+16,112",+4.9%,+98.3
51,Knekro,2020,Oct,6103,-94,-1.5,20460.0,178.0,+26.7,+17.7%,"326,249","+25,041",+8.3%,+141
52,Knekro,2020,Sep,6197,1181,23.5,14677.0,151.0,-11.7,-7.1%,"301,208","+25,728",+9.3%,+170
53,Knekro,2020,Aug,5016,1918,61.9,17656.0,163.0,+13.5,+9%,"275,480","+25,025",+10%,+154
54,Knekro,2020,Jul,3098,-252,-7.5,10110.0,150.0,+13.9,+10.2%,"250,455","+8,950",+3.7%,+59.9
55,Knekro,2020,Jun,3350,186,5.9,13731.0,136.0,+6.9,+5.4%,"241,505","+7,104",+3%,+52.4
56,Knekro,2020,May,3164,-16,-0.5,9461.0,129.0,-30.7,-19.2%,"234,401","+6,890",+3%,+53.5
57,Knekro,2020,Apr,3180,986,44.9,9462.0,159.0,-23.4,-12.8%,"227,511","+10,369",+4.8%,+65.1
58,Knekro,2020,Mar,2194,143,7.0,5052.0,183.0,+69.7,+61.6%,"217,142","+3,004",+1.4%,+16.4
59,Knekro,2020,Feb,2051,-740,-26.5,3870.0,113.0,-70,-38.2%,"214,138","+2,757",+1.3%,+24.4
60,Knekro,2020,Jan,2791,-712,-20.3,7773.0,183.0,+48.9,+36.5%,"211,381","+16,430",+8.4%,+89.7
61,Knekro,2019,Dec,3503,-600,-14.6,8066.0,134.0,-38.4,-22.3%,"194,951","+6,046",+3.2%,+45.1
62,Knekro,2019,Nov,4103,1794,77.7,8668.0,173.0,+56.8,+49.1%,"188,905","+11,780",+6.7%,+68.2
63,Knekro,2019,Oct,2309,761,49.2,6957.0,116.0,+9.6,+9%,"177,125","+10,128",+6.1%,+87.4
64,Knekro,2019,Sep,1548,-468,-23.2,3300.0,106.0,-23.4,-18%,"166,997","+3,356",+2.1%,+31.6
65,Knekro,2019,Aug,2016,-73,-3.5,3096.0,130.0,+29.5,+29.5%,"163,641","+3,005",+1.9%,+23.2
66,Knekro,2019,Jul,2089,-126,-5.7,3272.0,100.0,+14.8,+17.3%,"160,636","+3,105",+2%,+31
67,Knekro,2019,Jun,2215,109,5.2,3697.0,85.4,-17.7,-17.1%,"157,531","+2,980",+1.9%,+34.9
68,Knekro,2019,May,2106,334,18.8,3402.0,103.0,+7,+7.3%,"154,551","+3,157",+2.1%,+30.7
69,Knekro,2019,Apr,1772,113,6.8,10991.0,96.0,-46.5,-32.6%,"151,394","+3,243",+2.2%,+33.8
70,Knekro,2019,Mar,1659,-366,-18.1,4033.0,143.0,+60.1,+73%,"148,151","+4,125",+2.9%,+28.9
71,Knekro,2019,Feb,2025,-698,-25.6,4188.0,82.4,-48.2,-36.9%,"144,026","+3,543",+2.5%,+43
72,Knekro,2019,Jan,2723,-548,-16.8,6044.0,131.0,+34.3,+35.7%,"140,483","+7,219",+5.4%,+55.3
73,Knekro,2018,Dec,3271,516,18.7,8144.0,96.2,-25.8,-21.1%,"133,264","+8,441",+6.8%,+87.7
74,Knekro,2018,Nov,2755,1156,72.3,7218.0,122.0,+25.6,+26.6%,"124,823","+7,458",+6.4%,+61.1
75,Knekro,2018,Oct,1599,9,0.6,2731.0,96.4,-9.1,-8.6%,"117,365","+2,709",+2.4%,+28.1
76,Knekro,2018,Sep,1590,-227,-12.5,2588.0,106.0,+0.9,+0.8%,"114,656","+3,276",+2.9%,+31.1
